ds,yhat,yhat_lower,yhat_upper,trend,weekly,yearly,category_id
2024-12-30,618.2917000354831,333.8214812044616,923.6189110401917,355.40219000084386,-0.114724829577303,0.8899559179240466,23
2024-12-31,675.8214037831068,389.9547780960517,969.0754463534756,355.39199873126876,0.022282717874023247,0.9148750139031331,23
2025-01-01,629.9093955314473,358.2000767674359,918.9596532008821,355.38180746169365,-0.12289882102136569,0.9309204311933791,23
2025-01-02,685.6378467323618,392.54789639459034,974.0497109247536,355.3716161921186,0.027175565999750604,0.9377142704089378,23
2025-01-03,731.9143522878395,462.9224517354281,1043.0307228895542,355.3614249225435,0.16011216472103296,0.9350567759487709,23
2025-01-04,678.4984417795498,399.41173618282687,954.6003738760961,355.35123365296835,-0.09876003067854285,0.9229324645432557,23
2025-01-05,751.0227189683212,446.2124045991552,1037.209854228667,355.3410423833933,0.12681323268318045,0.9015116279554394,23
2025-01-06,611.484247521364,308.3320860602177,899.2006457648688,355.3308511138182,-0.11472482957693068,0.871147124568196,23
2025-01-07,646.368766736418,363.1068508120896,945.0150791407659,355.32065984424315,0.022282717873127966,0.8323665061512713,23
2025-01-08,578.241336912278,277.3455000093301,888.5503426132046,355.31046857466805,-0.12289882102141413,0.7858596576566842,23
2025-01-09,612.5741109518447,331.6298203960247,917.0537776161316,355.30027730509295,0.027175565999121774,0.7324622556153265,23
2025-01-10,638.7093772829311,350.5372029669087,912.7856333271883,355.29008603551785,0.1601121647203866,0.6731354708257774,23
2025-01-11,566.8078898236439,277.6540245612961,868.3628069622758,355.27989476594274,-0.09876003067821164,0.6089424499764649,23
2025-01-12,622.8009720575463,339.3624405571543,911.2600666018769,355.26970349636764,0.12681323268322292,0.5410222053553717,23
2025-01-13,469.04967003844286,176.52277853429783,755.6244971534448,355.2595122267926,-0.11472482957720734,0.47056161898526866,23
2025-01-14,492.2028232464159,198.69896530374368,804.8415981878895,355.2493209572175,0.02228271787359114,0.3987663249855061,23
2025-01-15,415.06039320412106,111.52568831125933,701.9596576228464,355.23912968764233,-0.12289882102115321,0.32683126986691424,23
2025-01-16,443.1665900114544,157.30974173043256,749.8610702732827,355.2289384180673,0.02717556599994093,0.2559117635913587,23
2025-01-17,465.9307360745996,192.93544259955652,749.8559120921908,355.2187471484922,0.16011216472133455,0.1870958239996613,23
2025-01-18,393.5072200771112,101.25606984039703,679.3001936818729,355.2085558789171,-0.09876003067936497,0.12137858374978067,23
2025-01-19,451.6895530620766,159.32911827062725,760.6257926652701,355.19836460934204,0.12681323268326544,0.059639473011863293,23
2025-01-20,302.74915192243037,0.0,599.5291071395008,355.18817333976693,-0.11472482957701612,0.0026228142860813346,23
2025-01-21,333.0396699969133,55.07120557106501,632.5583978045455,355.17798207019183,0.022282717874054333,-0.049077630072688894,23
2025-01-22,265.14560203976987,0.0,560.726089395746,355.16779080061673,-0.12289882102179175,-0.09502972905076211,23
2025-01-23,304.2531861287541,13.370157664108254,615.0043550212656,355.1575995310416,0.027175565999818563,-0.13496936943599802,23
2025-01-24,339.4409770054206,47.55840944181392,632.7803868032612,355.1474082614666,0.1601121647206882,-0.1688019887326491,23
2025-01-25,280.502434980935,0.0,582.6942921359214,355.1372169918915,-0.09876003067875291,-0.19659922604293828,23
2025-01-26,352.79174378587174,63.75321255496109,635.3921620333414,355.1270257223164,0.12681323268330796,-0.2185908043592101,23
2025-01-27,218.25054248621802,0.0,506.606295970602,355.1168344527413,-0.11472482957729277,-0.2351518971256704,23
2023-03-02,405.6965960471229,129.6181562561805,709.1932718758477,312.8527812,0.03127867689962062,0.7145672296460638,34
2023-03-04,413.01041745444127,110.10695671988641,713.9043461163167,312.6124937593607,0.0349912768248948,0.6887547444080154,34
2023-03-11,349.66365357593656,50.6505958955712,646.3904618488501,311.77148771712325,0.03499127682493457,0.33258162780520767,34
2023-03-13,317.70562952119576,33.207398115894335,615.2029829223884,311.531200276484,0.12722895606877396,0.20784372777247426,34
2023-03-29,273.79571539381726,0.0,551.1258058580997,309.60890075140725,-0.06677088759377911,-0.16576161264025796,34
2023-03-31,303.53690889777704,0.0,585.0663991261719,309.3686133107727,0.017434983491441448,-0.1621519423986437,34
2023-04-01,319.1109110790871,2.4608639549541254,621.9103623814891,309.2484695904554,0.03499127682485417,-0.16172792177864767,34
2023-04-28,244.85909005739998,0.0,527.1357516416085,306.004589141634,0.017434983492450446,0.02708554794372278,34
2023-04-29,262.0510263133496,0.0,556.2799157789968,305.8844454213073,0.03499127682481355,0.061298399512029866,34
2023-05-02,252.0000227606145,0.0,554.2869035034191,305.5240142603272,-0.14165653830872482,0.1550097817030879,34
2023-05-05,321.6661428442432,43.76922045919831,624.6589725594721,305.1635830990774,0.017434983491851432,0.22402670479448397,34
2023-05-08,386.04924134528045,82.93757403618383,680.9518754356583,304.80315193782764,0.12722895606859483,0.25989363850370756,34
2023-05-23,307.1011422729932,27.768323230860933,612.6063333244828,303.000996131579,-0.14165653830909578,0.1881196518773357,34
2023-05-26,388.47379823335257,77.14738347181559,687.9967266152275,302.6405649700036,0.017434983492127864,0.2085932567994919,34
2023-06-05,452.36828550634476,152.76193246788833,741.8074534842616,301.43912776475247,0.1272289560687166,0.33785179360109285,34
2023-06-08,424.4035908070017,129.35304612126708,731.127380046772,301.0786966035178,0.03127867690040618,0.3349772312621242,34
2023-06-09,406.02844441541697,96.11007250890009,716.6310978460193,300.9585528831063,0.017434983491817546,0.32511131822725475,34
2023-06-27,173.9837174721608,0.0,472.74765843356107,298.7959659156982,-0.14165653830821864,-0.2792465425863008,34
2023-06-29,219.04935827568593,0.0,495.80828572350435,298.5556784749571,0.03127867690006868,-0.31275460490853335,34
2023-06-30,197.46324114939233,0.0,479.7653823579035,298.43553475458657,0.017434983491650135,-0.3224027483140667,34
2023-07-08,219.4265358788102,0.0,518.7148049846271,297.4743849916224,0.03499127682489583,-0.26286108590253926,34
2023-07-14,257.4654693939414,0.0,554.4074764625561,296.7535226691766,0.017434983491783664,-0.1637282039091209,34
2023-07-15,268.23112438210563,0.0,570.9998464536158,296.633378948769,0.03499127682465189,-0.15089930960454923,34
2023-07-19,253.7927149794486,0.0,570.7514558768554,296.1528040671385,-0.06677088759408392,-0.11539167334656097,34
2023-07-22,286.3270345038611,0.0,578.8340919415722,295.7923729057961,0.03499127682505937,-0.10019356552610971,34
2023-08-06,373.29879763392654,73.99565869604861,663.0125312312151,293.9902170990843,-0.0025064673830481696,0.14859402403009675,34
2023-08-16,399.0976956640116,100.33589675517948,705.0752408963632,292.7887798946097,-0.06677088759457665,0.3010296263120211,34
2023-08-17,412.4398337845534,118.46937612474268,711.1328471151039,292.66863617406227,0.03127867689998737,0.29066767901095936,34
2023-08-23,334.6744542363596,39.265628029711316,602.9825261371901,291.94777385077793,-0.0667708875941807,0.12710197641282636,34
2023-08-29,247.08649993680706,0.0,529.45060530241,291.2269115274936,-0.141656538308805,-0.08075227233046363,34
2023-08-31,283.0843759381034,0.0,572.125694781926,290.98662408621914,0.031278676899467305,-0.1173694476257445,34
2023-09-03,282.1992389919908,0.0,542.5028555231979,290.62619292430753,-0.0025064673831337223,-0.11367000362788199,34
2023-09-12,372.1020618256788,69.79028859827633,685.538261085171,289.54489943857254,-0.14165653830834884,0.3482256056120886,34
2023-09-27,518.671353877097,206.78476496998633,820.5718587484902,287.74274362741204,-0.0667708875942775,0.7759656094045296,34
2023-10-06,323.5571205634032,27.529676051018935,626.2735130104978,286.6614501407157,0.017434983491849444,-0.021945671218814588,34
2023-10-07,271.0275385346694,0.0,565.7846270618192,286.5413064199717,0.034991276824897735,-0.11477531189308389,34
2023-10-17,114.55050535795212,0.0,435.57561998599135,285.3398692125903,-0.14165653830879013,-0.4868031786686646,34
2023-10-20,196.00018021314935,0.0,492.80793734584773,284.97943805037585,0.01743498349228104,-0.3712718836578346,34
2023-10-22,226.17786799332364,0.0,524.8912607358401,284.7391506091503,-0.0025064673831212405,-0.2575596935313291,34
2023-11-12,262.34803854238277,0.0,561.8115636654967,282.21613247628153,-0.002506467383239467,-0.11621145328793529,34
2023-11-18,235.48919775314903,0.0,528.2235253928134,281.49527015260475,0.034991276824694925,-0.2423709522037522,34
2023-12-02,477.99044748976235,189.03155831637406,775.2960816803997,279.8132580640386,0.03499127682514217,0.5967083804373259,34
2023-12-04,558.9380947893682,241.2676155128087,850.8154575203722,279.57297062281486,0.12722895606884005,0.6897541373592102,34
2023-12-10,484.4923219499004,200.1022284005721,780.9278069589809,278.85210829914365,-0.00250646738296571,0.6226308730829415,34
2023-12-16,325.6058537015679,34.02769281313765,609.2650554557008,278.1312459755348,0.03499127682498,0.05575860496302651,34
2023-12-19,176.39861388785118,0.0,470.0244320134099,277.77081481373034,-0.1416565383083191,-0.3032223286851041,34
2023-12-31,76.08023301462951,0.0,372.1549289074481,276.3290901665125,-0.0025064673830839366,-0.7555769771005202,34
2024-01-05,217.06822155497213,0.0,512.8185531833394,275.7283715633457,0.017434983491614268,-0.28053750439354025,34
2024-01-08,365.7866526188862,74.17873006800025,668.8834719494777,275.3679404014457,0.1272289560688696,0.06761720378678468,34
2024-01-12,433.662696967266,134.88044373518238,719.3477923281677,274.88736551891225,0.01743498349190296,0.4401163446665665,34
2024-01-13,449.5318966268103,148.78005138374985,716.9972373301255,274.76722179829517,0.034991276824939375,0.49902447828934254,34
2024-01-15,511.5305474208632,224.99101687630736,813.7716229041495,274.5269343570609,0.1272289560687774,0.5621586977612385,34
2024-01-24,267.50368558380325,0.0,569.4160296012211,273.44564087150684,-0.06677088759418638,-0.09104392786147311,34
2024-01-25,249.09187470425567,0.0,535.9898131015293,273.32549715101527,0.03127867689969747,-0.23237145433021011,34
2024-02-17,174.02907081094847,0.0,483.6854266700926,270.5621915797096,0.03499127682469682,-0.4570449778581071,34
